"id","post_title","url","category","no_reads"
496820,"Premier League transfer news: Update from Klopp, Manchester United and Manchester City ready to make €250 million bid for Real Madrid target and more - December 14, 2018","https://www.sportskeeda.com/football/premier-league-transfer-news-december-14-2018-ss","football","4398"
496854,"IPL 2019: 3 players for whom the next IPL could be the last","https://www.sportskeeda.com/cricket/ipl-2019-3-players-for-whom-the-next-ipl-could-be-the-last-ss","cricket","685"
496863,"Real Madrid transfer news: Ronaldo wants Vinicius, Madrid to offer Manchester United target plus £135 million for superstar forward and more - December 12, 2018","https://www.sportskeeda.com/football/real-madrid-transfer-news-december-12-2018-ss","football","156"
496795,"3 WWE legends 'The Demon King' Finn Balor must face before they retire","https://www.sportskeeda.com/wwe/3-wwe-legends-finn-balor-must-face-before-they-retire","wwe","896"
496788,"WWE TLC 2018: 5 Shocking returns that could take place","https://www.sportskeeda.com/wwe/wwe-tlc-2018-5-shocking-returns-that-could-take-place","wwe","4323"
496814,"Barcelona Transfer News: Club consider surprise swoop for Chelsea forward, chances of signing PSG midfielder increase, and more – December 14, 2018","https://www.sportskeeda.com/football/barcelona-transfer-news-december-14-2018","football","685"
496861,"We need to get back to respect - Lampard alarmed by hate in football","https://www.sportskeeda.com/football/we-need-to-get-back-to-respect-lampard-alarmed-by-hate-in-football","football","101"
496870,"Australia vs India 2018-19: Time for Batsman Kohli to come to the rescue of Captain Kohli","https://www.sportskeeda.com/cricket/australia-vs-india-2018-19-time-for-batsman-kohli-to-come-to-the-rescue-of-captain-kohli","cricket","57"
496847,"Juventus to rest Ronaldo after Torino showdown","https://www.sportskeeda.com/football/juventus-to-rest-ronaldo-after-torino-showdown","football","238"
496808,"Rivaldo would like 'excellent' Isco at Barcelona","https://www.sportskeeda.com/football/rivaldo-would-like-excellent-isco-at-barcelona","football","151"
496838,"Unpopular Opinion: TLC is the worst WWE PPV name","https://www.sportskeeda.com/wwe/unpopular-opinion-tlc-is-the-worst-wwe-ppv-name","wwe","75"
496803,"'Klopp denies an answer!' - Liverpool boss dismisses questions about 'world-class' Pogba","https://www.sportskeeda.com/football/klopp-denies-an-answer-liverpool-boss-dismisses-questions-about-world-class-pogba","football","325"
496793,"Aguero and De Bruyne in contention for Manchester City v Everton","https://www.sportskeeda.com/football/aguero-and-de-bruyne-in-contention-for-manchester-city-v-everton","football","101"
496770,"WWE News: John Cena says his time is up","https://www.sportskeeda.com/wwe/wwe-news-john-cena-says-his-time-is-up","wwe","3036"
496871,"Liverpool 'not really likely' to be active in January window, reveals Klopp","https://www.sportskeeda.com/football/liverpool-not-really-likely-to-be-active-in-january-window-reveals-klopp","football","31"
496807,"United a long way from Mourinho's vision","https://www.sportskeeda.com/football/united-a-long-way-from-mourinho-s-vision","football","153"
496801,"India bowled a little bit short, Australia pacers could benefit: Border","https://www.sportskeeda.com/cricket/india-bowled-a-little-bit-short-australia-pacers-could-benefit-border","cricket","98"
496827,"World Tour Finals: Sindhu keeps clean slate, Sameer too qualifies for knockout stage","https://www.sportskeeda.com/badminton/world-tour-finals-sindhu-keeps-clean-slate-sameer-too-qualifies-for-knockout-stage","badminton","83"
496810,"Malinga to captain Sri Lanka in New Zealand","https://www.sportskeeda.com/cricket/malinga-to-captain-sri-lanka-in-new-zealand","cricket","72"
496831,"Pro Kabaddi League 2018, Match 112: Bengal Warriors vs Tamil Thalaivas, Player Ratings","https://www.sportskeeda.com/kabaddi/pro-kabaddi-league-2018-match-112-bengal-warriors-vs-tamil-thalaivas-player-ratings-ss","kabaddi","58"
